,diseases,Symptom_labels
20800,rectal disorder,"blood in stool, diarrhea, pain of the anus, burning abdominal pain, rectal bleeding, itching of the anus"
20801,rectal disorder,"sharp abdominal pain, diarrhea, melena, constipation"
20802,rectal disorder,"sharp abdominal pain, diarrhea, burning abdominal pain, heartburn, cramps and spasms, rectal bleeding, constipation"
20803,rectal disorder,"blood in stool, sharp abdominal pain, pain of the anus, heartburn, cramps and spasms, melena, itching of the anus"
20804,rectal disorder,"diarrhea, pain of the anus, heartburn, cramps and spasms, melena, rectal bleeding"
20805,rectal disorder,"blood in stool, diarrhea, burning abdominal pain, heartburn, cramps and spasms, constipation"
20806,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, pain of the anus, burning abdominal pain, heartburn, rectal bleeding, constipation, itching of the anus"
20807,rectal disorder,"pain of the anus, burning abdominal pain, heartburn, melena, rectal bleeding, constipation, itching of the anus"
20808,rectal disorder,"blood in stool, diarrhea, heartburn, melena, rectal bleeding, constipation"
20809,rectal disorder,"blood in stool, sharp abdominal pain, burning abdominal pain, heartburn, cramps and spasms, rectal bleeding, constipation"
20810,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, pain of the anus, heartburn, cramps and spasms, melena, rectal bleeding"
20811,rectal disorder,"sharp abdominal pain, pain of the anus, burning abdominal pain, rectal bleeding"
20812,rectal disorder,"pain of the anus, burning abdominal pain, heartburn, itching of the anus"
20813,rectal disorder,"sharp abdominal pain, pain of the anus, heartburn, melena, rectal bleeding, itching of the anus"
20814,rectal disorder,"blood in stool, sharp abdominal pain, heartburn, cramps and spasms, constipation, itching of the anus"
20815,rectal disorder,"blood in stool, heartburn, cramps and spasms, constipation"
20816,rectal disorder,"pain of the anus, burning abdominal pain, melena"
20817,rectal disorder,"sharp abdominal pain, pain of the anus, heartburn, melena"
20818,rectal disorder,"diarrhea, pain of the anus, heartburn, cramps and spasms, melena, constipation, itching of the anus"
20819,rectal disorder,"burning abdominal pain, heartburn, melena, rectal bleeding, itching of the anus"
20820,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, heartburn, constipation, itching of the anus"
20821,rectal disorder,"blood in stool, heartburn, cramps and spasms, melena, constipation, itching of the anus"
20822,rectal disorder,"pain of the anus, heartburn, cramps and spasms, rectal bleeding"
20823,rectal disorder,"sharp abdominal pain, diarrhea, pain of the anus, constipation"
20824,rectal disorder,"diarrhea, pain of the anus, rectal bleeding"
20825,rectal disorder,"blood in stool, cramps and spasms"
20826,rectal disorder,"sharp abdominal pain, diarrhea, heartburn, melena, rectal bleeding"
20827,rectal disorder,"pain of the anus, burning abdominal pain, melena, rectal bleeding, itching of the anus"
20828,rectal disorder,"diarrhea, pain of the anus, burning abdominal pain, cramps and spasms"
20829,rectal disorder,"sharp abdominal pain, heartburn, cramps and spasms, rectal bleeding, itching of the anus"
20830,rectal disorder,"sharp abdominal pain, diarrhea, pain of the anus, burning abdominal pain, heartburn, cramps and spasms, melena, rectal bleeding, constipation, itching of the anus"
20831,rectal disorder,"burning abdominal pain, heartburn, cramps and spasms, rectal bleeding, constipation"
20832,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, heartburn, cramps and spasms, rectal bleeding, itching of the anus"
20833,rectal disorder,"blood in stool, heartburn, cramps and spasms, melena, itching of the anus"
20834,rectal disorder,"sharp abdominal pain, pain of the anus, heartburn, cramps and spasms, constipation"
20835,rectal disorder,"sharp abdominal pain, burning abdominal pain, heartburn, melena, rectal bleeding"
20836,rectal disorder,"burning abdominal pain, rectal bleeding, constipation"
20837,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, heartburn, cramps and spasms, rectal bleeding, itching of the anus"
20838,rectal disorder,"sharp abdominal pain, pain of the anus, burning abdominal pain, heartburn, constipation"
20839,rectal disorder,"sharp abdominal pain, burning abdominal pain, heartburn, cramps and spasms, melena, itching of the anus"
20840,rectal disorder,"blood in stool, diarrhea, pain of the anus, heartburn, cramps and spasms, melena, rectal bleeding, constipation"
20841,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, pain of the anus, heartburn, melena, rectal bleeding, constipation"
20842,rectal disorder,"diarrhea, pain of the anus, heartburn, cramps and spasms, constipation, itching of the anus"
20843,rectal disorder,"pain of the anus, rectal bleeding, constipation"
20844,rectal disorder,"pain of the anus, heartburn, melena"
20845,rectal disorder,"pain of the anus, burning abdominal pain, heartburn, cramps and spasms"
20846,rectal disorder,"blood in stool, diarrhea, pain of the anus, burning abdominal pain, heartburn, cramps and spasms, itching of the anus"
20847,rectal disorder,"blood in stool, sharp abdominal pain, diarrhea, pain of the anus, burning abdominal pain, rectal bleeding, constipation, itching of the anus"
20848,rectal disorder,"diarrhea, heartburn, cramps and spasms, constipation, itching of the anus"
20849,rectal disorder,"blood in stool, burning abdominal pain, cramps and spasms, melena, rectal bleeding, constipation, itching of the anus"
20850,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, sleepiness"
20851,restless leg syndrome,"depression, insomnia, fatigue"
20852,restless leg syndrome,"depression, insomnia, headache"
20853,restless leg syndrome,"insomnia, fatigue"
20854,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, leg pain, headache, fatigue, apnea"
20855,restless leg syndrome,"depression, insomnia, leg pain, headache, fatigue, sleepiness"
20856,restless leg syndrome,"depression, insomnia, leg pain, headache, fatigue, sleepiness, apnea"
20857,restless leg syndrome,"insomnia, headache, sleepiness"
20858,restless leg syndrome,"depression, abnormal involuntary movements, leg pain, fatigue"
20859,restless leg syndrome,"insomnia, abnormal involuntary movements, headache, fatigue, sleepiness"
20860,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain"
20861,restless leg syndrome,"insomnia, headache, fatigue, sleepiness, apnea"
20862,restless leg syndrome,"insomnia, abnormal involuntary movements, headache"
20863,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, leg pain, headache, fatigue, sleepiness, apnea"
20864,restless leg syndrome,"insomnia, leg pain, headache, fatigue, sleepiness, apnea"
20865,restless leg syndrome,"depression, headache, fatigue"
20866,restless leg syndrome,"depression, insomnia, fatigue, sleepiness, apnea"
20867,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain, fatigue, sleepiness"
20868,restless leg syndrome,"insomnia, abnormal involuntary movements, headache, fatigue, sleepiness"
20869,restless leg syndrome,"insomnia, abnormal involuntary movements, fatigue"
20870,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, leg pain, headache"
20871,restless leg syndrome,"insomnia, headache, fatigue, sleepiness"
20872,restless leg syndrome,"depression, insomnia, headache, fatigue, sleepiness"
20873,restless leg syndrome,"depression, insomnia, leg pain, headache, fatigue, sleepiness, apnea"
20874,restless leg syndrome,"insomnia, leg pain, fatigue"
20875,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain, apnea"
20876,restless leg syndrome,"depression, insomnia, sleepiness"
20877,restless leg syndrome,"insomnia, leg pain, headache, fatigue, apnea"
20878,restless leg syndrome,"insomnia, leg pain, headache, fatigue, apnea"
20879,restless leg syndrome,"depression, insomnia, headache"
20880,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, headache, fatigue, sleepiness"
20881,restless leg syndrome,"abnormal involuntary movements, leg pain, fatigue, apnea"
20882,restless leg syndrome,"insomnia, abnormal involuntary movements, fatigue, sleepiness, apnea"
20883,restless leg syndrome,"depression, abnormal involuntary movements, leg pain, headache, fatigue, apnea"
20884,restless leg syndrome,"depression, insomnia, leg pain, headache, sleepiness"
20885,restless leg syndrome,"insomnia, abnormal involuntary movements, fatigue"
20886,restless leg syndrome,"depression, insomnia, leg pain, headache, fatigue, sleepiness"
20887,restless leg syndrome,"depression, insomnia, sleepiness"
20888,restless leg syndrome,"insomnia, fatigue, apnea"
20889,restless leg syndrome,"depression, insomnia, leg pain"
20890,restless leg syndrome,"abnormal involuntary movements, leg pain, apnea"
20891,restless leg syndrome,"depression, abnormal involuntary movements, fatigue, sleepiness, apnea"
20892,restless leg syndrome,"leg pain, fatigue, apnea"
20893,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain, headache"
20894,restless leg syndrome,"abnormal involuntary movements, headache, sleepiness"
20895,restless leg syndrome,"insomnia, leg pain, fatigue, apnea"
20896,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain, headache, fatigue, apnea"
20897,restless leg syndrome,"insomnia, headache, fatigue, sleepiness, apnea"
20898,restless leg syndrome,"insomnia, abnormal involuntary movements, leg pain, headache, fatigue"
20899,restless leg syndrome,"depression, insomnia, abnormal involuntary movements, leg pain, headache, apnea"
20900,retinal detachment,"diminished vision, double vision, spots or clouds in vision, lacrimation, blindness"
20901,retinal detachment,"diminished vision, symptoms of eye, lacrimation, itchiness of eye"
20902,retinal detachment,"diminished vision, symptoms of eye, pain in eye, lacrimation"
20903,retinal detachment,"double vision, symptoms of eye, pain in eye, itchiness of eye, blindness"
20904,retinal detachment,"symptoms of eye, pain in eye, spots or clouds in vision, lacrimation, itchiness of eye"
20905,retinal detachment,"diminished vision, double vision, symptoms of eye, pain in eye, lacrimation, itchiness of eye"
20906,retinal detachment,"diminished vision, double vision, spots or clouds in vision"
20907,retinal detachment,"double vision, symptoms of eye, spots or clouds in vision, blindness"
20908,retinal detachment,"diminished vision, double vision, lacrimation"
20909,retinal detachment,"double vision, lacrimation, itchiness of eye"
20910,retinal detachment,"symptoms of eye, itchiness of eye, blindness"
20911,retinal detachment,"double vision, symptoms of eye, spots or clouds in vision, itchiness of eye"
20912,retinal detachment,"diminished vision, double vision, pain in eye, blindness"
20913,retinal detachment,"diminished vision, double vision, symptoms of eye, itchiness of eye"
20914,retinal detachment,"double vision, symptoms of eye, spots or clouds in vision, lacrimation"
20915,retinal detachment,"symptoms of eye, spots or clouds in vision, lacrimation, itchiness of eye"
20916,retinal detachment,"symptoms of eye, lacrimation, itchiness of eye"
20917,retinal detachment,"double vision, spots or clouds in vision, lacrimation, blindness"
20918,retinal detachment,"double vision, symptoms of eye, pain in eye, spots or clouds in vision"
20919,retinal detachment,"diminished vision, symptoms of eye, pain in eye, spots or clouds in vision, lacrimation, blindness"
20920,retinal detachment,"double vision, spots or clouds in vision, lacrimation"
20921,retinal detachment,"double vision, symptoms of eye, pain in eye, lacrimation"
20922,retinal detachment,"double vision, spots or clouds in vision, lacrimation, itchiness of eye, blindness"
20923,retinal detachment,"diminished vision, double vision, spots or clouds in vision, lacrimation"
20924,retinal detachment,"diminished vision, double vision, symptoms of eye, pain in eye, lacrimation"
20925,retinal detachment,"symptoms of eye, spots or clouds in vision, itchiness of eye"
20926,retinal detachment,"double vision, symptoms of eye, pain in eye, spots or clouds in vision, lacrimation, blindness"
20927,retinal detachment,"diminished vision, double vision, spots or clouds in vision, lacrimation, itchiness of eye, blindness"
20928,retinal detachment,"diminished vision, double vision, symptoms of eye, pain in eye, spots or clouds in vision, itchiness of eye"
20929,retinal detachment,"double vision, symptoms of eye, pain in eye, blindness"
20930,retinal detachment,"lacrimation, itchiness of eye"
20931,retinal detachment,"diminished vision, symptoms of eye, pain in eye, spots or clouds in vision, itchiness of eye"
20932,retinal detachment,"double vision, pain in eye, spots or clouds in vision, lacrimation"
20933,retinal detachment,"diminished vision, symptoms of eye, lacrimation, itchiness of eye"
20934,retinal detachment,"diminished vision, symptoms of eye, itchiness of eye, blindness"
20935,retinal detachment,"diminished vision, double vision, pain in eye, lacrimation, blindness"
20936,retinal detachment,"double vision, symptoms of eye, pain in eye, spots or clouds in vision, itchiness of eye"
20937,retinal detachment,"double vision, symptoms of eye, itchiness of eye, blindness"
